City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Luwingu,ZM,2022-09-17 01:39:45,-10.2621,29.9271,58.14,55,47,4.83
293,Bilibino,RU,2022-09-17 01:39:45,68.0546,166.4372,36.18,74,100,9.91
294,Warmbad,NA,2022-09-17 01:39:45,-28.45,18.7333,70.16,35,100,2.73
295,Shache,CN,2022-09-17 01:39:46,38.4167,77.2406,73.81,20,100,4.54
296,Dingle,PH,2022-09-17 01:39:46,10.9995,122.6711,85.12,71,87,11.03
297,Pimentel,PE,2022-09-17 01:39:46,-6.8367,-79.9342,63.91,87,100,12.41
298,Beringovskiy,RU,2022-09-17 01:39:47,63.05,179.3167,45.77,95,100,20.56
299,Grand Gaube,MU,2022-09-17 01:39:47,-20.0064,57.6608,70.38,69,0,19.08
300,Dunedin,NZ,2022-09-17 01:36:17,-45.8742,170.5036,54.81,61,35,8.01
301,Henties Bay,NA,2022-09-17 01:39:47,-22.116,14.2845,55.71,97,43,6.08
302,Chabahar,IR,2022-09-17 01:39:48,25.2919,60.643,80.87,84,0,6.31
303,Naze,JP,2022-09-17 01:39:48,28.3667,129.4833,79.72,89,90,29.75
304,Ulaanbaatar,MN,2022-09-17 01:36:13,47.9077,106.8832,41.13,70,75,13.42
305,Marienburg,PL,2022-09-17 01:39:49,54.0359,19.0266,52.88,72,35,13.18
306,Fairbanks,US,2022-09-17 01:37:41,64.8378,-147.7164,60.76,56,75,4.61
307,Namwala,ZM,2022-09-17 01:39:49,-15.7504,26.4384,64.87,50,4,4.7
308,Mitsamiouli,KM,2022-09-17 01:39:50,-11.3847,43.2844,73.65,73,0,6.08
309,Wakkanai,JP,2022-09-17 01:39:50,45.4094,141.6739,66.18,82,75,9.22
310,Pochutla,MX,2022-09-17 01:39:50,15.7432,-96.4661,75.81,86,47,8.68
311,Ancud,CL,2022-09-17 01:39:51,-41.8697,-73.8203,39.22,75,86,5.55
312,Lillooet,CA,2022-09-17 01:39:51,50.6856,-121.942,50.2,93,99,1.52
313,Ostrovnoy,RU,2022-09-17 01:39:51,68.0531,39.5131,48.67,99,100,6.78
314,Hasaki,JP,2022-09-17 01:39:52,35.7333,140.8333,88.29,69,100,10.22
315,Lavrentiya,RU,2022-09-17 01:39:52,65.5833,-171.0,44.24,92,100,22.66
316,La Primavera,CO,2022-09-17 01:39:53,5.4906,-70.4092,72.61,96,100,3.87
317,Nouadhibou,MR,2022-09-17 01:39:53,20.931,-17.0347,73.38,78,0,21.85
318,Seymchan,RU,2022-09-17 01:39:53,62.8833,152.4333,42.57,51,97,13.02
319,Paka,MY,2022-09-17 01:39:54,4.6374,103.4368,82.33,83,20,0.0
320,Carutapera,BR,2022-09-17 01:35:20,-1.195,-46.02,77.2,84,80,6.08
321,Doba,TD,2022-09-17 01:36:13,8.65,16.85,71.06,98,100,3.47
322,Tura,IN,2022-09-17 01:39:54,25.5198,90.2201,76.44,94,53,5.39
323,Leshukonskoye,RU,2022-09-17 01:39:55,64.8989,45.7622,46.96,98,98,5.91
324,Ust-Tsilma,RU,2022-09-17 01:40:55,65.441,52.1498,47.62,87,96,4.76
325,Sakakah,SA,2022-09-17 01:40:56,29.9697,40.2064,80.17,23,0,7.31
326,Kavieng,PG,2022-09-17 01:40:56,-2.5744,150.7967,85.75,61,23,12.08
327,Sur,OM,2022-09-17 01:40:56,22.5667,59.5289,84.94,67,75,4.88
328,Bambanglipuro,ID,2022-09-17 01:40:57,-7.95,110.2833,80.73,70,100,10.67
329,Kourou,GF,2022-09-17 01:40:57,5.1552,-52.6478,78.85,92,42,8.3
330,Akdepe,TM,2022-09-17 01:40:58,42.0551,59.3788,59.09,63,8,7.4
331,Colorines,MX,2022-09-17 01:40:58,19.2,-100.1667,62.33,96,100,5.14
332,Berlevag,NO,2022-09-17 01:40:58,70.8578,29.0864,46.4,93,100,24.16
333,Kargasok,RU,2022-09-17 01:40:59,59.0556,80.8572,48.36,86,99,2.82
334,Kashin,RU,2022-09-17 01:40:59,57.3592,37.6081,42.76,94,0,7.43
335,Kingsland,US,2022-09-17 01:40:59,30.8,-81.6898,80.91,72,100,4.14
336,Yurty,RU,2022-09-17 01:41:00,56.0498,97.6348,46.24,60,95,1.68
337,Phan Thiet,VN,2022-09-17 01:41:00,10.9333,108.1,86.68,62,62,10.38
338,Markdale,CA,2022-09-17 01:41:00,44.3168,-80.6497,60.03,95,100,8.19
339,Avera,US,2022-09-17 01:41:01,33.194,-82.5271,71.11,63,0,6.73
340,Sangar,RU,2022-09-17 01:41:01,63.9242,127.4739,39.22,97,100,4.07
341,Chirongui,YT,2022-09-17 01:41:02,-12.9319,45.1483,73.33,69,25,5.23
342,Lata,PT,2022-09-17 01:41:02,40.1629,-8.3327,67.82,93,98,2.71
343,Carolina,PR,2022-09-17 01:36:39,18.3808,-65.9574,80.85,91,96,10.63
344,Flin Flon,CA,2022-09-17 01:41:02,54.7682,-101.865,53.55,65,24,6.29
345,Wukari,NG,2022-09-17 01:41:03,7.85,9.7833,70.79,98,100,3.11
346,Abnub,EG,2022-09-17 01:41:03,27.2696,31.1511,73.62,37,0,5.99
347,Tongzi,CN,2022-09-17 01:41:04,28.7829,105.0877,73.89,88,100,3.06
348,Nanortalik,GL,2022-09-17 01:41:04,60.1432,-45.2371,47.3,89,100,9.44
349,Vila Franca Do Campo,PT,2022-09-17 01:41:04,37.7167,-25.4333,72.19,92,79,5.3
350,Payo,ID,2022-09-17 01:41:05,-3.7508,103.6372,83.73,65,75,1.66
351,Riosucio,CO,2022-09-17 01:41:05,5.4216,-75.7032,60.13,99,100,1.88
352,Pierre,US,2022-09-17 01:41:06,44.3683,-100.351,71.85,67,0,7.0
353,Atar,MR,2022-09-17 01:41:06,20.5169,-13.0499,84.69,30,3,9.33
354,Pampierstad,ZA,2022-09-17 01:41:06,-27.7832,24.6877,60.37,29,17,8.05
355,Bandarbeyla,SO,2022-09-17 01:41:07,9.4942,50.8122,78.1,76,39,23.6
356,Buin,CL,2022-09-17 01:41:07,-33.7333,-70.75,57.74,94,100,2.57
357,Pacific Grove,US,2022-09-17 01:38:27,36.6177,-121.9166,69.39,82,75,10.36
358,Camacha,PT,2022-09-17 01:41:07,33.0833,-16.3333,71.02,88,40,13.8
359,Vitim,RU,2022-09-17 01:41:08,59.4511,112.5578,48.18,64,99,9.73
360,Santa Vitoria Do Palmar,BR,2022-09-17 01:38:25,-33.5189,-53.3681,56.48,78,0,11.12
361,Cayenne,GF,2022-09-17 01:40:39,4.9333,-52.3333,78.84,83,0,3.44
362,Gafargaon,BD,2022-09-17 01:41:08,24.4333,90.5667,80.78,87,35,5.86
363,Ozinki,RU,2022-09-17 01:41:09,51.1786,49.6769,60.28,86,100,10.94
364,Palmer,US,2022-09-17 01:41:09,42.1584,-72.3287,60.85,82,75,4.61
365,Buala,SB,2022-09-17 01:41:09,-8.145,159.5921,84.9,67,40,4.45
366,Locri,IT,2022-09-17 01:41:10,38.2414,16.2623,81.32,79,100,7.92
367,Vaxjo,SE,2022-09-17 01:41:10,56.8777,14.8091,46.45,100,67,5.75
368,Ust-Omchug,RU,2022-09-17 01:41:11,61.15,149.6333,41.47,53,75,8.75
369,Channel-Port Aux Basques,CA,2022-09-17 01:41:11,47.5702,-59.1367,55.17,82,91,25.34
370,Whitley Bay,GB,2022-09-17 01:41:11,55.0397,-1.4471,48.11,80,0,8.05
371,Langsa,ID,2022-09-17 01:41:12,4.4683,97.9683,81.25,78,88,2.77
372,Mbandaka,CD,2022-09-17 01:42:12,0.0487,18.2603,69.62,97,98,2.82
373,Saskylakh,RU,2022-09-17 01:42:13,71.9167,114.0833,34.02,95,100,22.79
374,Alofi,NU,2022-09-17 01:42:13,-19.0595,-169.9187,84.09,58,0,10.36
375,Quang Ngai,VN,2022-09-17 01:38:34,15.1167,108.8,85.86,66,4,3.11
376,Batagay,RU,2022-09-17 01:42:13,67.6333,134.6333,45.91,54,100,14.03
377,Saint-Philippe,RE,2022-09-17 01:42:14,-21.3585,55.7679,67.59,83,44,15.99
378,La Esperanza,GT,2022-09-17 01:42:14,14.8667,-91.5667,57.07,99,100,0.65
379,Salinopolis,BR,2022-09-17 01:42:15,-0.6136,-47.3561,79.97,78,84,13.15
380,Paracuru,BR,2022-09-17 01:40:25,-3.41,-39.0306,79.11,80,23,12.26
381,Ambilobe,MG,2022-09-17 01:42:16,-13.2,49.05,64.89,80,1,4.61
382,Aklavik,CA,2022-09-17 01:42:16,68.2191,-135.0107,38.7,95,100,6.64
383,Labuhan,ID,2022-09-17 01:42:16,-6.8844,112.2051,84.72,58,66,6.11
384,Vao,NC,2022-09-17 01:42:17,-22.6667,167.4833,71.42,70,81,15.7
385,Broken Hill,AU,2022-09-17 01:42:17,-31.95,141.4333,58.42,50,56,26.35
386,Salalah,OM,2022-09-17 01:42:17,17.0151,54.0924,78.89,94,75,8.05
387,Seguela,CI,2022-09-17 01:42:18,7.9611,-6.6731,70.11,98,100,5.35
388,Mexico,PH,2022-09-17 01:42:18,15.0646,120.7198,85.71,68,62,4.63
389,Anshun,CN,2022-09-17 01:42:18,26.25,105.9333,68.95,85,92,5.32
390,Corning,US,2022-09-17 01:40:01,42.1428,-77.0547,64.78,84,0,4.61
391,Cabo San Lucas,MX,2022-09-17 01:41:31,22.8909,-109.9124,87.06,81,0,9.86
392,Santa Cruz,BO,2022-09-17 01:42:19,-17.8,-63.1667,71.06,60,20,4.61
393,Ponta Delgada,PT,2022-09-17 01:42:20,37.7333,-25.6667,72.5,88,20,5.75
394,Alice Springs,AU,2022-09-17 01:42:20,-23.7,133.8833,67.55,30,0,10.36
395,Carahue,CL,2022-09-17 01:42:20,-38.7,-73.1667,38.05,99,100,0.38
396,Nadym,RU,2022-09-17 01:42:21,65.5333,72.5167,52.5,65,100,12.33
397,Matara,LK,2022-09-17 01:42:21,5.9485,80.5353,80.08,73,82,10.38
398,Zhigansk,RU,2022-09-17 01:42:21,66.7697,123.3711,39.76,66,43,16.91
399,Belmonte,BR,2022-09-17 01:42:22,-15.8631,-38.8828,71.51,83,0,3.78
400,Williams Lake,CA,2022-09-17 01:42:22,52.1415,-122.1445,49.57,81,75,4.61
401,Bullhead City,US,2022-09-17 01:42:22,35.1478,-114.5683,98.02,16,0,4.0
402,Arcata,US,2022-09-17 01:42:23,40.8665,-124.0828,61.2,79,0,12.66
403,Tessalit,ML,2022-09-17 01:42:23,20.1986,1.0114,87.26,36,91,12.73
404,Atbasar,KZ,2022-09-17 01:42:23,51.8,68.3333,45.77,50,6,11.99
405,Heiligenhafen,DE,2022-09-17 01:42:24,54.3667,10.9833,53.74,87,78,20.71
406,Mutoko,ZW,2022-09-17 01:42:24,-17.397,32.2268,52.09,59,0,3.69
407,Mayo,US,2022-09-17 01:42:24,38.8876,-76.5119,69.75,91,0,0.0
408,Kendari,ID,2022-09-17 01:42:25,-3.945,122.4989,84.65,65,100,1.61
409,Scarborough,GB,2022-09-17 01:42:25,54.2797,-0.4044,48.9,86,88,1.01
410,Sokolo,ML,2022-09-17 01:42:26,14.7328,-6.1219,80.01,69,100,6.38
411,Nabire,ID,2022-09-17 01:42:26,-3.3667,135.4833,75.16,97,100,6.42
412,Mehamn,NO,2022-09-17 01:42:27,71.0357,27.8492,46.35,93,100,18.41
413,Ovsyanka,RU,2022-09-17 01:42:27,55.9575,92.5519,41.97,61,96,2.26
414,Lagoa,PT,2022-09-17 01:42:27,39.05,-27.9833,72.73,83,41,11.77
415,Necochea,AR,2022-09-17 01:42:28,-38.5473,-58.7368,57.38,68,100,15.46
416,Glendive,US,2022-09-17 01:42:28,47.1053,-104.7125,65.82,66,0,10.36
417,Juneau,US,2022-09-17 01:42:28,58.3019,-134.4197,57.97,81,20,8.05
418,Kristianstad,SE,2022-09-17 01:42:29,56.0313,14.1524,51.94,94,64,8.05
419,Alta Floresta,BR,2022-09-17 01:43:29,-9.8756,-56.0861,84.06,40,100,3.98
420,Yumen,CN,2022-09-17 01:43:29,40.2833,97.2,65.62,25,0,10.83
421,Tsogni,GA,2022-09-17 01:43:30,-2.7942,10.0988,73.49,87,93,4.29
422,Mulege,MX,2022-09-17 01:43:30,26.8833,-111.9833,85.96,53,0,2.44
423,Pemagatsel,BT,2022-09-17 01:43:30,27.0319,91.4266,67.05,86,39,1.34
424,Miandrivazo,MG,2022-09-17 01:43:31,-19.5167,45.4667,70.38,72,0,3.04
425,Namibe,AO,2022-09-17 01:43:31,-15.1961,12.1522,67.64,82,98,6.76
426,Upata,VE,2022-09-17 01:43:31,8.0086,-62.3989,71.56,95,100,1.52
427,Mirzapur,IN,2022-09-17 01:43:32,25.15,82.5833,80.56,84,100,4.18
428,Santa Maria Da Boa Vista,BR,2022-09-17 01:43:32,-8.8078,-39.8256,75.36,54,85,17.22
429,Mehran,IR,2022-09-17 01:43:32,33.1222,46.1646,80.64,17,0,8.63
430,Steamboat Springs,US,2022-09-17 01:43:33,40.485,-106.8317,55.96,69,40,6.91
431,Puerto Lempira,HN,2022-09-17 01:43:33,15.2667,-83.7667,78.78,89,100,6.08
432,Fairlie,GB,2022-09-17 01:43:33,55.756,-4.8556,46.22,87,5,9.75
433,Mayaky,UA,2022-09-17 01:43:34,47.4408,29.5599,59.94,82,95,6.22
434,Ostersund,SE,2022-09-17 01:43:34,63.1792,14.6357,48.65,93,100,9.22
435,Cotonou,BJ,2022-09-17 01:43:35,6.3654,2.4183,76.98,88,40,13.8
436,Punakha,BT,2022-09-17 01:43:35,27.5837,89.8598,75.49,85,71,1.66
437,Buraydah,SA,2022-09-17 01:43:35,26.326,43.975,77.45,22,0,7.81
438,Bandundu,CD,2022-09-17 01:43:36,-3.3167,17.3667,73.29,88,100,3.53
439,Nizwa,OM,2022-09-17 01:43:36,22.9333,57.5333,87.39,21,7,4.59
440,Dalbandin,PK,2022-09-17 01:43:36,28.8947,64.4101,81.09,12,0,6.04
441,Wagar,SD,2022-09-17 01:43:37,16.1525,36.2032,84.47,50,64,9.22
442,Tiksi,RU,2022-09-17 01:43:37,71.6872,128.8694,36.75,97,100,7.27
443,Uvinza,TZ,2022-09-17 01:43:38,-5.1036,30.3911,69.53,51,4,2.39
444,San Cristobal,VE,2022-09-17 01:43:38,7.7669,-72.225,73.58,95,99,2.01
445,Jalu,LY,2022-09-17 01:43:38,29.0331,21.5482,75.61,36,0,6.71
446,Ust-Kan,RU,2022-09-17 01:43:39,50.9276,84.761,36.34,84,87,1.7
447,Geraldton,AU,2022-09-17 01:39:52,-28.7667,114.6,61.21,82,0,8.05
448,Salekhard,RU,2022-09-17 01:43:39,66.53,66.6019,49.3,71,100,6.44
449,Wencheng,CN,2022-09-17 01:43:39,33.0559,113.7978,84.72,42,0,0.89
450,Nioki,CD,2022-09-17 01:43:40,-2.7167,17.6833,71.02,95,98,2.08
451,Wageningen,NL,2022-09-17 01:43:40,51.9667,5.6667,52.95,91,75,6.91
452,Mbuji-Mayi,CD,2022-09-17 01:43:41,-6.15,23.6,72.54,78,73,3.8
453,Lago Da Pedra,BR,2022-09-17 01:43:41,-4.3333,-45.1667,74.55,84,47,4.23
454,Chaman,PK,2022-09-17 01:43:41,30.9236,66.4512,72.34,16,0,4.29
455,Gamba,GA,2022-09-17 01:43:42,-2.65,10.0,74.37,85,92,4.59
456,Amga,RU,2022-09-17 01:43:42,60.8953,131.9608,51.49,48,12,9.13
457,Fukuma,JP,2022-09-17 01:43:42,33.7667,130.4667,82.29,75,100,8.39
458,Vanavara,RU,2022-09-17 01:43:43,60.34,102.2797,45.72,73,75,9.31
459,Acapulco,MX,2022-09-17 01:39:21,16.8634,-99.8901,80.42,83,100,9.22
460,Erzin,TR,2022-09-17 01:43:43,36.9559,36.2,72.45,79,0,2.35
461,Xiamen,CN,2022-09-17 01:43:44,24.4798,118.0819,84.25,79,20,4.47
462,Roma,US,2022-09-17 01:43:44,43.2128,-75.4557,57.09,91,100,1.01
463,Kirksville,US,2022-09-17 01:43:45,40.1948,-92.5833,72.05,77,100,8.05
464,Balykshi,KZ,2022-09-17 01:43:45,47.0667,51.8667,66.2,68,40,13.42
465,Werda,BW,2022-09-17 01:43:45,-25.2667,23.2833,63.77,25,0,8.88
466,Florianopolis,BR,2022-09-17 01:43:46,-27.6146,-48.5012,57.63,91,40,1.14
467,Gornopravdinsk,RU,2022-09-17 01:43:46,60.05,69.9,49.68,66,99,7.14
468,Halifax,CA,2022-09-17 01:43:54,44.6453,-63.5724,59.0,57,44,18.41
469,Napier,NZ,2022-09-17 01:44:46,-39.4833,176.9167,58.28,70,42,5.99
470,Dustlik,UZ,2022-09-17 01:44:47,40.5247,68.0358,64.42,18,27,0.58
471,Barstow,US,2022-09-17 01:42:33,34.8986,-117.0228,88.79,18,0,10.22
472,Lasa,IT,2022-09-17 01:44:47,46.6166,10.7002,55.36,95,99,7.9
473,Meadow Lake,US,2022-09-17 01:44:48,34.8014,-106.5436,83.68,30,0,9.1
474,Clarksville,US,2022-09-17 01:43:38,36.5298,-87.3595,77.25,74,0,0.0
475,Kuryk,KZ,2022-09-17 01:44:48,43.2,51.65,69.4,47,38,10.78
476,Ixtapa,MX,2022-09-17 01:44:48,20.7,-105.2,78.49,96,100,2.17
477,Kurilsk,RU,2022-09-17 01:44:49,45.2333,147.8833,64.17,71,84,11.7
478,Iberia,US,2022-09-17 01:41:08,29.9502,-91.7507,80.67,69,0,0.0
479,Ubatuba,BR,2022-09-17 01:44:49,-23.4339,-45.0711,64.49,84,98,3.62
480,Esik,KZ,2022-09-17 01:44:50,43.3552,77.4525,44.02,27,2,3.58
481,Amparafaravola,MG,2022-09-17 01:44:50,-17.5833,48.2167,53.65,90,56,1.81
482,Sal Rei,CV,2022-09-17 01:44:51,16.1833,-22.9167,78.6,78,88,13.44
483,Augustow,PL,2022-09-17 01:44:51,53.8432,22.9798,51.58,69,89,12.75
484,West Bay,KY,2022-09-17 01:44:51,19.3667,-81.4167,85.06,83,20,6.91
485,Akyab,MM,2022-09-17 01:44:52,20.15,92.9,81.07,83,69,5.21
486,Olga,RU,2022-09-17 01:44:52,43.7444,135.2892,58.8,98,100,2.44
487,Dali,CN,2022-09-17 01:44:52,25.7,100.1833,64.98,92,100,2.3
488,Porto Novo,BJ,2022-09-17 01:44:53,6.4965,2.6036,76.82,92,80,5.32
489,Isa Khel,AF,2022-09-17 01:44:53,36.6702,68.8443,71.29,15,0,4.14
490,Kalaleh,IR,2022-09-17 01:44:53,37.3807,55.4916,61.16,62,1,2.62
491,Pemberton,CA,2022-09-17 01:44:54,50.3164,-122.8027,60.49,81,8,4.52
492,Boa Vista,BR,2022-09-17 01:44:54,2.8197,-60.6733,84.18,61,40,6.91
493,Lisakovsk,KZ,2022-09-17 01:44:54,52.5369,62.4936,49.14,43,17,8.95
494,San Rafael,AR,2022-09-17 01:44:55,-34.6177,-68.3301,65.75,27,93,15.37
495,Mayumba,GA,2022-09-17 01:44:55,-3.432,10.6554,73.92,88,100,5.32
496,Kindersley,CA,2022-09-17 01:41:48,51.4668,-109.1682,59.02,77,100,3.44
497,Moussoro,TD,2022-09-17 01:44:56,13.6408,16.4901,73.96,87,100,10.29
498,Port Hardy,CA,2022-09-17 01:44:56,50.6996,-127.4199,55.58,88,75,2.3
499,The Pas,CA,2022-09-17 01:44:56,53.8251,-101.2541,59.02,51,0,4.61
500,Sheridan,US,2022-09-17 01:42:50,44.8333,-106.9173,57.58,88,100,20.71
501,Spearfish,US,2022-09-17 01:43:13,44.4908,-103.8594,60.1,91,100,6.91
502,Naron,ES,2022-09-17 01:44:57,43.5167,-8.1528,63.03,80,100,11.79
503,Nipawin,CA,2022-09-17 01:44:57,53.3668,-104.0009,59.04,62,0,6.91
504,Dicabisagan,PH,2022-09-17 01:44:58,17.0818,122.4157,86.13,67,99,3.96
505,Padang,ID,2022-09-17 01:44:58,-0.9492,100.3543,82.45,78,50,3.76
506,Karratha,AU,2022-09-17 01:44:58,-20.7377,116.8463,82.02,20,13,17.63
507,Sioux Lookout,CA,2022-09-17 01:41:59,50.1001,-91.917,50.07,93,100,4.61
508,Clyde River,CA,2022-09-17 01:41:17,70.4692,-68.5914,35.83,100,100,11.5
509,Kefamenanu,ID,2022-09-17 01:44:59,-9.4467,124.4781,90.01,28,95,6.51
510,Challapata,BO,2022-09-17 01:44:59,-18.9,-66.7667,45.41,20,17,3.89
511,Ciudad Real,ES,2022-09-17 01:45:00,39.0,-4.0,68.11,63,0,5.01
512,Celendin,PE,2022-09-17 01:45:00,-6.8703,-78.1517,55.11,83,58,4.0
513,Ilo,PE,2022-09-17 01:45:00,-17.6394,-71.3375,59.45,80,41,1.81
514,Kemin,KG,2022-09-17 01:46:01,42.7846,75.6892,64.38,22,4,1.79
515,College,US,2022-09-17 01:46:01,64.8569,-147.8028,61.07,56,75,4.61
516,Astana,KZ,2022-09-17 01:46:02,51.1801,71.446,31.95,80,0,8.95
517,Houma,US,2022-09-17 01:41:42,29.5958,-90.7195,80.01,83,0,8.05
518,Sovetskiy,RU,2022-09-17 01:46:02,61.3614,63.5842,46.8,70,100,7.27
519,Heihe,CN,2022-09-17 01:46:03,50.2441,127.4902,55.98,66,100,7.85
520,Jackson,US,2022-09-17 01:44:35,42.4165,-122.8345,78.67,36,0,14.97
521,Tabursuq,TN,2022-09-17 01:46:03,36.4569,9.2475,64.69,72,98,4.68
522,Warri,NG,2022-09-17 01:46:03,5.5167,5.75,74.05,95,100,2.21
523,Yuanping,CN,2022-09-17 01:46:04,38.7153,112.7575,74.44,48,71,0.83
524,Taganak,PH,2022-09-17 01:46:05,6.0833,118.3,84.34,78,100,6.2
525,Eyl,SO,2022-09-17 01:46:05,7.9803,49.8164,76.78,77,36,17.2
526,Huittinen,FI,2022-09-17 01:46:05,61.1833,22.7,49.15,97,100,2.42
527,Tobias Barreto,BR,2022-09-17 01:46:06,-11.1839,-37.9983,66.34,93,0,3.62
528,Xinzhou,CN,2022-09-17 01:46:07,38.4092,112.7333,73.67,52,93,1.68
529,Sao Filipe,CV,2022-09-17 01:46:07,14.8961,-24.4956,77.81,84,15,8.79
530,Richards Bay,ZA,2022-09-17 01:46:07,-28.783,32.0377,70.95,65,5,14.0
531,Minab,IR,2022-09-17 01:46:08,27.1467,57.0801,86.32,74,0,0.0
532,Tilichiki,RU,2022-09-17 01:46:08,60.4667,166.1,47.35,55,67,19.53
533,Sambava,MG,2022-09-17 01:46:08,-14.2667,50.1667,66.63,87,10,9.24
534,Lamlash,GB,2022-09-17 01:46:09,55.5336,-5.1296,40.48,78,5,9.98
535,Milkovo,RU,2022-09-17 01:46:09,54.7167,158.6167,54.12,46,91,13.49
536,Jurm,AF,2022-09-17 01:46:09,36.8648,70.8342,59.61,35,3,1.54
537,Bassano,CA,2022-09-17 01:46:10,50.7834,-112.4685,66.69,36,18,15.97
538,Powell,US,2022-09-17 01:41:23,40.1578,-83.0752,70.47,85,0,0.0
539,Soe,ID,2022-09-17 01:46:10,-9.8607,124.284,86.9,23,77,7.78
540,Karwar,IN,2022-09-17 01:46:11,14.8,74.1333,77.58,87,83,5.5
541,Kemijarvi,FI,2022-09-17 01:46:11,66.7131,27.4306,46.44,97,100,10.78
542,San Francisco,US,2022-09-17 01:42:21,37.7749,-122.4194,71.33,80,20,27.0
543,Poum,NC,2022-09-17 01:46:11,-20.2333,164.0167,75.97,65,0,15.21
544,Pec,XK,2022-09-17 01:46:12,42.6591,20.2883,62.37,93,63,4.36
545,Shymkent,KZ,2022-09-17 01:46:12,42.3,69.6,61.39,34,0,8.95
546,Vinh,VN,2022-09-17 01:46:13,18.6667,105.6667,82.83,78,99,3.65
547,Dunda,TZ,2022-09-17 01:46:13,-8.1167,34.25,60.49,74,7,2.51
548,Ukiah,US,2022-09-17 01:46:14,39.1502,-123.2078,78.69,31,0,5.75
549,Samarai,PG,2022-09-17 01:46:14,-10.6167,150.6667,84.09,74,19,13.8
550,Kamenka,RU,2022-09-17 01:46:14,51.3223,42.7678,59.95,93,100,8.57
551,Winnemucca,US,2022-09-17 01:46:15,40.973,-117.7357,75.25,20,0,6.91
552,Caarapo,BR,2022-09-17 01:46:15,-22.6342,-54.8222,61.65,72,0,6.85
553,Saint-Joseph,RE,2022-09-17 01:46:16,-21.3667,55.6167,66.58,79,22,15.43
554,Okhotsk,RU,2022-09-17 01:46:16,59.3833,143.3,51.33,41,0,15.75
555,Tayoltita,MX,2022-09-17 01:46:16,24.0833,-105.9333,70.05,90,58,4.92
556,Shelton,US,2022-09-17 01:45:09,41.3165,-73.0932,66.22,73,0,8.05
557,Majene,ID,2022-09-17 01:46:17,-3.5403,118.9707,83.26,68,100,7.25
558,Karpathos,GR,2022-09-17 01:46:17,35.507,27.2132,69.76,88,0,10.36
559,Hastings,GB,2022-09-17 01:47:18,50.8552,0.5729,49.32,70,13,13.09
560,Matamoros,MX,2022-09-17 01:47:18,25.5333,-103.25,83.1,44,0,5.64
561,Kosh-Agach,RU,2022-09-17 01:47:18,50.0,88.6667,34.65,66,79,0.31
562,Toba,JP,2022-09-17 01:47:19,34.4833,136.85,84.2,78,100,26.44
563,Monte Carmelo,BR,2022-09-17 01:47:19,-18.7247,-47.4986,69.17,60,12,6.73
564,Dukat,RU,2022-09-17 01:47:19,62.55,155.55,32.52,75,100,14.16
565,Lufilufi,WS,2022-09-17 01:47:20,-13.8745,-171.5986,89.38,81,42,20.67
566,Skaerbaek,DK,2022-09-17 01:47:20,55.1573,8.769,55.29,71,100,24.27
567,Susanville,US,2022-09-17 01:44:59,40.4163,-120.653,75.09,28,0,11.5
568,Trelew,AR,2022-09-17 01:47:21,-43.249,-65.3051,44.47,79,99,10.36
569,Laguna,US,2022-09-17 01:47:21,38.421,-121.4238,85.42,38,0,6.91
570,Marsh Harbour,BS,2022-09-17 01:47:21,26.5412,-77.0636,83.7,74,40,11.21
571,Taksimo,RU,2022-09-17 01:47:22,56.3444,114.8794,49.51,47,100,3.09
572,Gairo,IT,2022-09-17 01:47:22,39.8497,9.5047,70.81,78,0,8.39
573,Jacmel,HT,2022-09-17 01:47:22,18.2342,-72.5347,85.84,77,100,5.95
574,San Vicente,AR,2022-09-17 01:47:23,-26.6167,-54.1333,54.16,78,0,3.91
575,Kuchurhan,UA,2022-09-17 01:47:23,47.163,29.7894,62.42,81,98,7.99
576,Saint-Lo,FR,2022-09-17 01:47:24,49.1162,-1.0903,54.03,68,6,4.05
577,Maicao,CO,2022-09-17 01:47:24,11.3832,-72.2432,80.51,79,84,5.06
578,Srandakan,ID,2022-09-17 01:47:24,-7.9386,110.2506,80.62,71,100,10.38
579,Ballina,AU,2022-09-17 01:47:25,-28.8667,153.5667,79.79,62,100,5.26
580,Roebourne,AU,2022-09-17 01:47:25,-20.7833,117.1333,81.7,21,19,16.44
581,San Patricio,US,2022-09-17 01:44:22,28.017,-97.5169,85.86,69,48,10.07
582,Bellavista,PE,2022-09-17 01:47:26,-7.0561,-76.5911,72.07,88,66,1.05
583,Kozhevnikovo,RU,2022-09-17 01:47:26,56.2589,83.9714,47.25,83,49,3.6
584,Coxim,BR,2022-09-17 01:45:06,-18.5067,-54.76,80.1,44,90,2.73
585,Te Anau,NZ,2022-09-17 01:44:40,-45.4167,167.7167,51.51,59,100,1.48
